author_username,text
yosi_shahbar,"תראו אותה....
המנוולת הזאת העומדת 
בראש המחלקה לחקירת שוטרים בפרקליטות  פתחה בחקירה נגד השוטר שמילא  את תפקידו.
מנוולת כבר אמרנו?

בתמונה:
המנוולת קרן בר מנחם. https://t.co/R3Zux375K7"
yosi_shahbar,"ברוכים הבאים...

הטובים לערוץ 14.
הפסולת לערוצי התועבה. https://t.co/yjQ665eKkp"
yosi_shahbar,"כתב אישום...
על רשלנות זדונית 
בשם 1500 נרצחים.

תקראו את חשיפה הזאת 
שימו לב...
הרמטכ""ל וראש אמן אישרו 
לראש חטיבת המחקר בצהל 
תת אלוף סער...
לשלוח לראש הממשלה 
מכתב אזהרה לפתיחה במלחמה רב זרתית מיד אחרי שמחת תורה...
זאת אומרת שהם היו מודעים 
למלחמה מול עזה ומול החיזבללה...
וזה… https://t.co/YiV9YeoY0P"
yosi_shahbar,"נניח.
סתם נניח.
שבית המשפט יקבע חלילה שהדס קליין שיקרה לכאורה בבית המשפט, האם נתניהו יכול לתבוע אותה אזרחית?
יש תקדימים לתביעה שכזאת? https://t.co/m3kYN2WZIa"
demokratya11,@NogaArbell כל עוד הסמול שולט על צמרת המדינה לא נגיע רחוק
yosi_shahbar,"בג''צ שוחט אותנו...
החלאות שופטים את עצמם.

השופט העליון לשעבר שוהם  קבע שחברו השופט עמית   לא היה בניגוד עניינים 
בישיבה שדנה בעניינו.

נציב הביקורת על השופטים 
השופט עמית לא פעל בניגוד עניינים אך היה עליו לצאת מישיבת הוועדה לבחירת שופטים
שופט העליון בדימוס, אורי שהם, קבע כי אין… https://t.co/3nSyUurGlW"
demokratya11,פחחחחחחחח 😝😝😝😝😝😝😝😝 https://t.co/3IErDEk49F
demokratya11,@HolySmokexxxx @ShlomoFranco הסמול מיואשים 🤣🤣🤣
yosi_shahbar,"אוי ואבוי...
עמישר בן דויד נפל בקרב
בערב שבת.
יהי זכרו ברוך.

עמישר אבא ל6 ילדים.
עמישר בוגר מכינת עלי...

הלוויה תתקיים מחר
פרטים נוספים ימסרו בהמשך

עמישר היה בחפ""ק מג""ד מגלן מילואימניק בן 44 עם 6 ילדים - הי'""ד - נפל בחאן יונס עם כניסת שבת https://t.co/byNLVqb3Nu"
demokratya11,@GalinTzur לפיד קובע לסמול
demokratya11,מי מפעיל את היצור ? מסוכן הדבר הזה. להעיף אותו ומייד https://t.co/burdMM0oGD
demokratya11,למי מחכים ולמה לסכן חיילים בשביל גחמות של ביידן ???? הרצי הלוי אתה אמור לפעול לפי הוראות ממשלה קבינט בטחוני ולא לפי ביידן הבוגד https://t.co/k7q8P8QWis
yosi_shahbar,"תראו אותו...
ככה נראה חלאה...
שזקנתו מביישת את בחרותו.
פעם הערצתי אותו יותר מביבי...
החלאה הזה בעברו היה ציוני.
היום הוא אנטישימי.
היום הוא עוכר ישראל.
החלאה שכח את החטופים.
שכח את שעוללו לנו ב7 באוקטובר.
ביידן המציא את הקונספציה
של ההכלה שקט תעשייתי 
תמורת כסף לחונטות השולטות… https://t.co/OMjToNS9Zf"
yosi_shahbar,"מחר רמדאן.
באופן מפתיע 
מערכת הבטחון 
חוששת שהמוסלמים ישחטו  
יהודים.
לדעתי...
זו השמצה פראית.
האיסלם הוא דת השלום והאחווה.

השלטונות בסעודיה קראו לנוגעים בדבר לתור אחר מולד הירח בטלסקופים ביום ראשון בערב. המשמעות היא שחודש רמדאן יחל ברוב העולם הערבי והמוסלמי ביום שני (אם יבחינו…"
demokratya11,"RT @GolanMay: הגעתי לאו""ם בראש משלחת ישראלית לציון יום האישה הבינלאומי כדי לזעוק את זעקת הנשים שנאנסו, נטבחו ונחטפו ב-7 באוקטובר בשעה שהעול…"
demokratya11,"RT @L_Volf: @GolanMay מאי, יישר כח! את עושה עבודה מעולה"
yosi_shahbar,"חלאות.
לכמה מ8 החלאות האלה 
יש ילדים או נכדים בעזה?
רוצים להמר? https://t.co/HOyxIuks19"
demokratya11,"@stillgray נשיא ארגנטינה מיליי, סוגר את תאגיד השידור הציבורי במדינה. מבטל פרסום ממומן בעתונות, ומבטל-
את הרשות הממשלתית למניעת אפליה, שנאת זרים וגזענות !!! בקרוב אצלינו בישראל 🇮🇱🇮🇱🇮🇱"
demokratya11,"צהל ושב""כ חיסלו את עמר עטייה אל עדיני אחראי הרקטות  בחמאס. חוסל מהאוויר במחנות המרכז. היה עשרות שנים בחמאס. הוא בתפקיד מ2009 ועד היום. הוביל את מתקפת הרקטות של ה7.10."
yosi_shahbar,"רמאדן.
תגידו לי למה אני צריך להתחשב ברמדאן של המוסלמים,כשהם מנצלים כל הזדמנות לשחוט אותנו בחגים שלנו?
ההתרפסות שלנו הופכת 
אותם לבעלי הארץ שלנו.

ארץ ישראל של היהודים, 
בגלל זה אנחנו כאן.

המוסלמים בארץ הם נתינים שווה זכויות אזרחיות בלבד.
המוסלמים באיוש הם אורחים בארצנו , כולל…"
yosi_shahbar,"תשמעו קטע ...
המחבל שביצע את הפיגוע 
הבוקר מאושפז בבית חולים הדסה...
צריך לעשות לו ביקור חולים
בטח הפרקליטות תקבל את זה בהבנה...
זה טוב לתדמית הבינלאומית שלנו."
yosi_shahbar,"תראו אותו...
החלאה הזה מכהן כצנזור 
הצבאי הראשי, את המינוי 
הוא קיבל מבני גנץ.

שמו של החלאה קובי מנדלבליט ...
במקרה, בן דודו הוא אביחי מנדלבליט.
אבל זה ממש במקרה..
.
החלאה הזה לכאורה סוחר במידע בטחוני ממניעים זרים.
תקשיבו לאילה חסון.. https://t.co/wKhRMUVGlR"
yosi_shahbar,"24 חלאות  מיש העתיד מתנגדות לסלק את הבריון מכנסת ישראל.
מיליון מטומטמים בחרו ביאיר לפיד.
גם אתם מתנגדים להרחקת עופר כסיף? https://t.co/wb5oSENcon"
demokratya11,צעד חשוב ביותר אל תפחד מהנוכלים תן בראש העם אתך !!! פנסיה תקציבית לצמרת צהל אין שחיתות גדולה יותר שוד לאור יום תחתוך בחצי מינימום במיידי גם לאלה שמקבלים וגם לעתיד @bezalelsm @ariyederi @YairNetanyahu @netanyahu @itamarbengvir https://t.co/56DxnH6ZIT
yosi_shahbar,"אהבתי 
לשר המשפטים יריב לווין  לא תלויה בדבר , היא חפה מכל אינטרס פוליטי...

יש הזדמנות גדולה לעשות רפורמה משפטית משמעותית בהסכמה רחבה 
שאותה יכול להוביל גדעון סער שלמעשה שולט בפרקליטות עם גלי בהרב מיארה...

כבר היום יש רוב שמרני בבג""ץ.

את המלאכה יוכל להשלים 
גדעון סער… https://t.co/87h6Hbawtn"
yosi_shahbar,"לעולם.
לעולם לא אשכח,
עד יומי האחרון.
לעולם לא אסלח,
אני אתעורר עם התמונות האלה כל בוקר ואני אלך לישון איתם כל לילה....
אין חפים מפשע בעזה.
אילו היו חפים בעזה היינו 
מאתרים יותר חטופים. https://t.co/17PyiBXofM"
yosi_shahbar,"לפיד 
מפרגן למפגינה שהורידה חולצה מול חרדים הבוקר בתל השומר.
מעניין מה לפיד היה  אומר
 אם חלילה מישהו היה שולף את איבר המין שלו מול רעייתו? https://t.co/JcUOgLFlGd"
ShbrYwsy,"@michelid11 חחחחחח
אני אשקול לתבוע דיבה.
סתם...אני עובד עליך.
אתה רשאי להמשיך להיות אידיוט."
ShbrYwsy,"בשירות החמאס.
סינוואר שומע? https://t.co/rsXzQEnREH"
ShbrYwsy,"מישהו 
יודע את הכתובת של בית הדין בהאג?
אני רוצה לדווח על בן כספית 
שהוא קורא למחיקת עזה.
זאת הסתה לרצח עם. https://t.co/gV3RHKmong"
ShbrYwsy,"תיעוד מיוחד...
השמדת רקטות שהיו מוכנות לשיגור...
שימו לב לעיגול האדום. https://t.co/A4dJb4FizP"
ShbrYwsy,"רק אומר...
השבת הזאת מעט מאוד שמאלנים קיללו אותי...
כנראה עשיתי משהו לא טוב."
ShbrYwsy,"@liora1012 זוועה.
אני אתחיל להעלות כאלה...
יש לי ספרייה.
חחחח"
yosi_shahbar,"פיגוע המוני.
המינוי של אהרון ברק לשופט 
בבית המשפט בהאג שנעשה ממניעים לא ברורים 
הוא פיגוע המוני בלב החברה הישראלית.
הגזמה?
ממש לא.
זה המסמר האחרון בארון הקבורה 
של הרפורמה המשפטית.
זו הודאה שהשודד המשפטי 
של הדמוקרטיה הישראלית
הוא לאא אהרון ברק אלא יריב לוין ,אל יקל הדבר… https://t.co/WRmelGqsYE"
ShbrYwsy,"@FlaxmanShelly *בעוז וגבורה*?
הגזמת.
כמה מטייסי חיל האוויר נשרטו 
במלחמה וכמה מגולני?
עוז וגבורה חפש במקום אחר.
כמו אצל המסתערבים או הנדסה קרבית."
ShbrYwsy,"לאאא
כל השמאלנים בוגדים,
ממש לאאא.
חלקם לאא בוגדים. https://t.co/crQ9N7nYjc"
ShbrYwsy,"שבוע טוב.
מי שאין לו עבר
אין לו עתיד. https://t.co/lNxldfeCJI"
ShbrYwsy,"למה?
למה כל השמאלנים אוהבים 
את הרעלן בן כספית?
שמישהו יסביר למה?
@BenCaspit https://t.co/kxOQkliKex"
ShbrYwsy,"יום יבוא 
והשב''כ יציע לממשלת ישראל לשלם לפלשתינים דמי אבטלה כדי שלא יפגעו בישראלים.
זה יהיה יום חג עבור התקשורת המתועבת. https://t.co/S5BFAvX5jO"
ShbrYwsy,"נפולת של נמושות.
מישהו יודע כמה שמאלנים מתועבים נטשו את המדינה מאז ה7 לאוקטובר?
כן, אלה מההיי טק.
כן, אלה מבעלי ההון.
כן, אלה ששיבשו לנו את החיים שנה קודם.
האם המרינה בתל אביב התרוקנה?
האם שדה התעופה בהרצליה התרוקן?
האם עשירי המדינה הוציאו את כספם מהבנקים?"
yosi_shahbar,"@This_is_the_TT ראש הממשלה 
נבחר על-ידי הציבור.
הציבור יבוא איתו חשבון ביום הבוחר.
הבחירות הבאות ב27 לאוקטובר
2026.
זה בניגוד לפקידים ממונים.
בדמוקרטיה הגנרלים הם פקידים 
ממונים.
ולכן אפשר לפטר אותם לאלתר.
רק בישראל זה נחשב מעשה פסול."
ShbrYwsy,@Israelofer תגיד אתה קורא ומבין ערבית?
ShbrYwsy,"יובל שטייניץ.
תקשיבו ליובל שטייניץ בשיחה .על ענייני היום עם דפנה לאל.
שטייניץ האיש האחראי הבלעדי 
לחיסול הכור הגרעיני בסוריה 
בניגוד לדעת ראשי מערכת הבטחון הצבא, השב''כ, המוסד, ועוד גופים . https://t.co/V6vJCMH4N9"
ShbrYwsy,"@7rdYOdc9Z4mAzpM הקיבוצים עיצבו את גבולות המדינה...
הם שילמו על כך בדם 
בדיוק כמו שעושים עכשיו 
המתנחלים באיו""ש
הקיבוצים   הגדירו את הציונות.
בשלב מסויים...אחרי מלחמת יום הכיפור הם זנחו את הציונות לטובת הפרוגרסיביות."
ShbrYwsy,"הקצב התורכי.
נשיא טורקיה ארדואן: התקיפות נגד החות'ים בתימן ""לא פרופורציונלית"" - ארה""ב ובריטניה מנסות להפוך את הים האדום ל""ים של דם""

כמו כן הוסיף: טורקיה מספקת לבית הדין הבין-לאומי מסמכים לדיון נגד ישראל בטענה לרצח עם, ותמשיך לעשות זאת. אני מאמין שישראל תורשע https://t.co/GE07rRQ0a0"
212pondi,"@Taltal1334 @N12News @SteinmanTamir אסון אוסלו גורם למחבלים להתעצם נתתם להם נשק פרטיות עוצמה כבוד כסף חופש פעולה עוד רגע מדינה יש לזה מחיר , עזה תחילה איוש כבר יש להם מנהרות וטילים תודה לאסון אוסלו שלכם היה ממש חיסול מדינת ישראל מוצלח"
212pondi,@michaldror80891 מהלך חכם ביותר
ShbrYwsy,"קחו.
הכנתי לכם. https://t.co/gEZKK9FMGr"
212pondi,@Taltal1334 @N12News @SteinmanTamir טל אתה לא שואל את עצמך היכן צהל היה שעות רבות בזמן הטבח ??? מי מנע מצהל לבלום את חמאס בין 8- 30 שעות ???? בגידה לאור יום ולא העבירו מידע לראש הממשלה עד שהטבח התחיל
212pondi,@michalagmon2 ערוצי הסמול חמאס בעברית למי שעדיין לא שם לב
